date,predicted_index,real_price,regime_probability,simn,mn_ore,chn_electricity,met_coal,dry_bulk_freight,steel_etf,usd_inr
2026-10-02,98.435,98.435,0.243,113602.3457049473,769.2796876281013,1162.3977454248634,100.0,100.0,108.92847560483305,93.7343891880934
2026-10-09,98.9726,98.9726,0.2408,112685.38675398969,813.1220671447211,1149.442587154842,100.0,100.0,110.53408285349119,94.71257205247797
2026-10-16,98.7184,98.7184,0.2388,115517.04229413166,724.7263176497098,1149.9396999746293,100.0,100.0,117.22292110902417,94.64872986640945
2026-10-23,98.9109,98.9109,0.2368,115757.16584755809,643.0424104549803,1220.7161147465363,100.0,100.0,111.57985911496708,94.83941107810098
2026-10-30,98.2321,98.2321,0.235,117712.67351468721,556.1049736892104,1247.1999480727038,100.0,100.0,105.11117879517145,93.94220453617415
2026-11-06,97.6937,97.6937,0.2332,116184.38770026229,582.7990940302537,1225.5551184575934,100.0,100.0,106.12835298003779,92.37786391533785
2026-11-13,96.4093,96.4093,0.2316,112908.85109301482,568.3447288226193,1251.1278411755466,100.0,100.0,109.29811806540255,91.08026226330783
2026-11-20,95.6065,95.6065,0.23,112394.751279394,562.943083200146,1299.6227245599155,100.0,100.0,112.60073542078077,91.65347422953491
2026-11-27,94.8353,94.8353,0.2285,109728.49844344197,561.7686389091277,1292.9249497575884,100.0,100.0,116.377314117093,90.88167036585163
2026-12-04,93.2241,93.2241,0.2271,108733.42206646626,533.0127702759318,1313.754672105833,100.0,100.0,118.46110985051679,90.28949768484976
2026-12-11,92.0939,92.0939,0.2257,110247.46223237221,484.7674414724151,1278.2730585736447,100.0,100.0,137.5240721235027,89.21014409455431
2026-12-18,92.6339,92.6339,0.2244,110448.08277531803,504.616446195542,1210.322884461515,100.0,100.0,127.45743555611264,90.81307291554202
2026-12-25,91.7026,91.7026,0.2232,110315.86067023462,477.77860657208515,1227.9850793755168,100.0,100.0,132.47023273648912,89.62390970541331
2027-01-01,91.8405,91.8405,0.2221,111558.03875030518,525.8423717100474,1261.8139168778293,100.0,100.0,133.40742658160096,89.92527524842698
2027-01-08,90.1104,90.1104,0.2209,110193.49938902167,573.1618304864478,1251.4511634682237,100.0,100.0,133.2027690716954,90.39217806682055
2027-01-15,89.0204,89.0204,0.2199,111063.173203818,630.5086615060872,1294.6959243512727,100.0,100.0,134.1451704597144,89.80953342360272
2027-01-22,89.3568,89.3568,0.2189,109623.37556251824,625.4052990696459,1301.098204825557,100.0,100.0,130.12870771398954,89.48348286966848
2027-01-29,90.2601,90.2601,0.218,113605.80292259756,637.6981595226523,1381.135288336296,100.0,100.0,127.12793372590286,89.63173988292107
2027-02-05,90.8655,90.8655,0.2171,112703.56199900668,598.7157178044356,1413.6453874147207,100.0,100.0,130.26419771774997,90.40196554417317
2027-02-12,91.6209,91.6209,0.2162,114573.05652853027,569.3076899416601,1419.7692016176381,100.0,100.0,123.16965379488707,90.4846292434177
2027-02-19,92.605,92.605,0.2154,112733.55531211442,592.6237099268922,1423.0633627558807,100.0,100.0,119.24661029583977,92.41496485227819
2027-02-26,92.1554,92.1554,0.2146,112387.67722409216,591.2072756560619,1422.5690408596224,100.0,100.0,119.06342752433058,92.17872677819312
2027-03-05,92.267,92.267,0.2139,114080.77686370099,605.2472657570763,1427.2163057419934,100.0,100.0,110.69112308806537,92.14184776992089
2027-03-12,92.3537,92.3537,0.2132,111626.43809522968,569.4528114929711,1428.8081377017652,100.0,100.0,112.97773362313038,92.73402961347882
2027-03-19,92.0904,92.0904,0.2125,110571.22509422217,539.052961705252,1462.5258290583324,100.0,100.0,122.41634533639865,92.54844948399881
2027-03-26,90.926,90.926,0.2119,104791.1936779256,596.8765866832571,1441.6358915682868,100.0,100.0,128.33873536434524,93.54939680975826
2027-04-02,90.0115,90.0115,0.2113,104391.23624713863,622.0785125937922,1422.1309656569463,100.0,100.0,127.5666879575911,94.23546140683243
2027-04-09,89.738,89.738,0.2108,106392.13833700237,628.9858874487824,1439.0952482437945,100.0,100.0,129.448292647983,93.8828410429959
2027-04-16,89.9187,89.9187,0.2102,105099.3986599503,588.1246460353929,1333.736463727696,100.0,100.0,127.02442269134664,94.30893853317237
2027-04-23,89.5679,89.5679,0.2097,102353.23773417037,598.5006320284593,1385.1982302572812,100.0,100.0,138.6082829477974,94.81913483634293
2027-04-30,88.9461,88.9461,0.2092,102058.71816914178,665.1510592846996,1438.3729483675706,100.0,100.0,134.37149359933514,93.35506027920775
2027-05-07,89.5342,89.5342,0.2088,102309.7269667217,569.1603068755093,1448.0557569504924,100.0,100.0,136.65948728428458,93.50997037277895
2027-05-14,90.5109,90.5109,0.2083,99984.04365415098,546.6305330992191,1413.2341316609006,100.0,100.0,134.72042261123957,93.35593717680779
2027-05-21,90.2776,90.2776,0.2079,101777.97528248197,559.2242459144659,1423.9306353049142,100.0,100.0,137.6067788109155,92.77020688606001
2027-05-28,88.997,88.997,0.2075,97735.3765228252,533.4515222901248,1468.5164286599236,100.0,100.0,144.114240652041,93.38659237612691
2027-06-04,88.5896,88.5896,0.2071,97555.00587513116,502.94091671604804,1397.3035174127617,100.0,100.0,145.8017168866125,92.74535236352867
2027-06-11,88.3707,88.3707,0.2068,97332.75357992412,549.9425928603681,1309.9427279264978,100.0,100.0,141.06435582991662,92.40368137884785
2027-06-18,89.2075,89.2075,0.2064,99529.44052167694,556.0889805065156,1243.2121465173375,100.0,100.0,133.51660481203967,92.14390322256845
2027-06-25,89.9015,89.9015,0.2061,102799.25604358973,561.1084167069484,1294.091807004906,100.0,100.0,130.86285523920938,92.71010999323975
2027-07-02,90.0952,90.0952,0.2058,104117.16281386658,590.8940409640613,1326.5158513638985,100.0,100.0,134.47828442228464,92.60571117228794
2027-07-09,90.929,90.929,0.2055,105376.05214500103,513.7163795964287,1308.879319942101,100.0,100.0,130.73318418695857,91.66338364607007
2027-07-16,90.1577,90.1577,0.2052,105321.51209654058,477.15163328050033,1287.5923129527666,100.0,100.0,135.1574772722162,91.30396440677751
2027-07-23,89.7793,89.7793,0.205,102266.46757542044,510.0699392687654,1274.9990430745438,100.0,100.0,143.97389365509517,91.6962825091914
2027-07-30,88.6509,88.6509,0.2047,101932.64069429552,487.79855918289854,1271.761390130158,100.0,100.0,145.51575084806487,91.91084319063445
2027-08-06,87.9768,87.9768,0.2045,103119.7066688326,487.63190546155295,1298.989125893897,100.0,100.0,148.1525049465116,91.80075058119975
2027-08-13,88.4405,88.4405,0.2043,105281.1244148002,511.6821339345859,1332.1045739658,100.0,100.0,159.21782088091197,93.6017581445509
2027-08-20,90.3748,90.3748,0.2041,109106.94071851327,543.3559558485955,1368.3746751694732,100.0,100.0,158.95569082940088,93.69205656289493
2027-08-27,91.2671,91.2671,0.2039,105590.34780858186,577.6028621352474,1348.5985677391147,100.0,100.0,163.6934944052877,94.11275256356608
2027-09-03,91.3707,91.3707,0.2037,106306.9768925206,545.7510090294189,1311.0122903201095,100.0,100.0,153.99775025493346,93.72629310910918
2027-09-10,90.5838,90.5838,0.2035,104659.37233700774,538.4778399512549,1374.150432588383,100.0,100.0,155.76658813619028,93.87140136434348
2027-09-17,89.8072,89.8072,0.2033,104734.92874767778,574.4635515458533,1362.4350040455136,100.0,100.0,161.15003082628667,95.1167255880193
2027-09-24,90.0433,90.0433,0.2031,103651.27912317263,573.7942782913134,1331.0796067475776,100.0,100.0,168.44146767217174,94.03366034235393
2027-10-01,89.5898,89.5898,0.203,104741.53883863422,547.8150085549395,1342.5226544721181,100.0,100.0,167.59409431367993,94.22383888937715
2027-10-08,89.2147,89.2147,0.2028,103857.48827724443,517.5795522779018,1316.30820926966,100.0,100.0,170.34214137668124,94.85103705785772
2027-10-15,88.122,88.122,0.2027,100910.65730106739,463.24849999157027,1329.8205871668679,100.0,100.0,177.96512261635277,95.0859928054885
2027-10-22,89.4238,89.4238,0.2026,98657.9411634843,494.54599264696594,1325.440917848995,100.0,100.0,172.38467851809924,95.4999157850756
2027-10-29,89.4449,89.4449,0.2024,99366.03291982504,493.5184123670947,1244.120725761363,100.0,100.0,166.44258638439683,95.76329472972792
2027-11-05,86.8157,86.8157,0.2023,96955.79812008505,439.5016643405059,1219.4134332435844,100.0,100.0,157.40239568945483,94.84779954569709
2027-11-12,85.8226,85.8226,0.2022,99989.14178441858,487.24937089484064,1201.5645560910132,100.0,100.0,161.5931665829982,94.67957440012133
2027-11-19,86.5302,86.5302,0.2021,99231.61075694479,507.7235332781949,1216.8496747130953,100.0,100.0,158.2242532585759,94.35091120828443
2027-11-26,87.8674,87.8674,0.202,98200.09849676599,541.2461908614326,1214.610802347681,100.0,100.0,172.55737967147266,93.34136181742039
2027-12-03,88.0061,88.0061,0.2019,98666.50868516149,460.29985786287057,1207.3936666459574,100.0,100.0,178.09159532053943,93.54874859556614
2027-12-10,88.2779,88.2779,0.2018,99845.91005244797,422.9081647787573,1209.6731377229864,100.0,100.0,176.4473708576892,93.5491018230755
2027-12-17,87.7592,87.7592,0.2017,98016.4515119771,393.7687941603607,1198.2066575919296,100.0,100.0,188.4408726666999,93.3573616562175
2027-12-24,87.5716,87.5716,0.2016,100167.90409786398,389.14419703638987,1233.4369095708125,100.0,100.0,195.11863700890876,92.56447180216229
2027-12-31,88.8893,88.8893,0.2015,101952.36799015527,353.41747998647065,1214.3464138655404,100.0,100.0,178.61714044561435,91.89959488404018
2028-01-07,90.5093,90.5093,0.2015,101645.93048412657,337.0380288237227,1163.6202650817468,100.0,100.0,175.34639254508133,90.15995763582657
2028-01-14,90.2049,90.2049,0.2014,103628.89994298884,373.5649627746278,1140.09237480821,100.0,100.0,172.92654409264568,90.55884815606551
2028-01-21,90.8568,90.8568,0.2013,105357.12256830456,359.73366829606545,1122.9868676616684,100.0,100.0,185.50760836152557,91.2303090003561
2028-01-28,91.3975,91.3975,0.2012,107105.99395846348,336.42807427433553,1100.214352579828,100.0,100.0,193.4763323427983,92.05824780662095
2028-02-04,90.2688,90.2688,0.2012,105841.46457449,342.2109076726572,1127.526192440995,100.0,100.0,198.15688824054718,91.56899414953962
2028-02-11,89.0252,89.0252,0.2011,104209.99691443937,377.9628490127003,1153.901901372739,100.0,100.0,205.9741189109465,91.18692199072288
2028-02-18,88.6478,88.6478,0.2011,106443.44300443487,346.82561229064254,1145.8691873299829,100.0,100.0,210.43077814359145,90.64602740037674
2028-02-25,88.4671,88.4671,0.201,106505.87135436299,306.0870015202444,1225.171221825796,100.0,100.0,217.1560302805881,90.39404038668226
2028-03-03,89.2449,89.2449,0.201,106379.98621995878,299.29680973150244,1321.0856595990954,100.0,100.0,211.42027401665126,89.59879326365892
2028-03-10,90.2816,90.2816,0.2009,103926.89218145938,338.852981869968,1320.2640617827903,100.0,100.0,210.68530865020924,89.15352544268748
2028-03-17,90.0315,90.0315,0.2009,102671.42743240706,331.714998186166,1306.4134941812476,100.0,100.0,211.27703191222525,89.49835528506102
2028-03-24,89.6758,89.6758,0.2008,103431.3527939675,352.57982998290026,1305.664123077325,100.0,100.0,218.24474860246647,88.48121872469173
2028-03-31,89.4315,89.4315,0.2008,103215.13126292008,376.5125187422917,1244.3900274357927,100.0,100.0,230.23914697218666,88.78198324257636
2028-04-07,89.3176,89.3176,0.2007,102074.29965746356,398.06222496596206,1258.9543308663024,100.0,100.0,228.2454318250673,88.01947127833861
2028-04-14,88.5073,88.5073,0.2007,100837.5732263444,383.00405954544254,1253.150402052141,100.0,100.0,248.36169964681292,87.99177753176315
2028-04-21,88.6283,88.6283,0.2007,103189.65655187714,380.63817215191136,1284.485835822837,100.0,100.0,244.68142582727495,87.80495971393066
2028-04-28,88.6386,88.6386,0.2006,102767.22215441213,426.05562727870563,1292.417629031127,100.0,100.0,246.35307698183468,87.03598844712059
2028-05-05,87.7164,87.7164,0.2006,97131.43339857066,426.91374999388086,1283.4936938078108,100.0,100.0,260.9452063556919,86.84502093297432
2028-05-12,87.1045,87.1045,0.2006,97910.25027313436,402.42695690616614,1342.1055221623342,100.0,100.0,256.0172979355935,86.42896687942758
2028-05-19,85.1223,85.1223,0.2005,100078.11973322052,388.1084724066372,1368.2036461700923,100.0,100.0,264.69258427373376,87.39184414428529
2028-05-26,84.9714,84.9714,0.2005,97416.56590083231,379.61519076546546,1346.292571107538,100.0,100.0,271.44970358458045,88.17560819971119
2028-06-02,85.6725,85.6725,0.2005,97477.72190211821,393.2387042759659,1241.3306939135832,100.0,100.0,266.635232979101,88.44417166526249
2028-06-09,85.5785,85.5785,0.2005,97205.67351676543,411.5904329041508,1260.9932380210885,100.0,100.0,291.8465427474973,87.82794779043004
2028-06-16,84.8551,84.8551,0.2004,96846.90615579713,414.15978285716756,1263.44102386482,100.0,100.0,310.9944989119423,88.43401178025744
2028-06-23,83.7794,83.7794,0.2004,94811.48084841571,435.44425918914834,1193.5243065219363,100.0,100.0,323.4074097257439,88.69905023312032
2028-06-30,84.4953,84.4953,0.2004,96049.447278763,449.19412433166735,1204.674785307642,100.0,100.0,297.74517080258886,88.78011087842972
2028-07-07,84.311,84.311,0.2004,93893.27731736767,420.2035657471052,1209.5853367043828,100.0,100.0,272.68286608188055,87.97764560344682
2028-07-14,83.2515,83.2515,0.2004,92493.1590691797,441.5832753093221,1176.7306283520302,100.0,100.0,268.4064547442041,87.6722847472808
2028-07-21,81.6516,81.6516,0.2003,92430.10321326237,406.5368954302058,1162.5050682592773,100.0,100.0,276.4519575459391,87.92757948899161
2028-07-28,82.3459,82.3459,0.2003,95037.85511249612,403.7974380692721,1183.6491652791678,100.0,100.0,273.5633954519569,87.54932373605578
2028-08-04,82.3684,82.3684,0.2003,94394.56068619264,397.5222215954752,1190.7812327890258,100.0,100.0,277.58703350313147,87.47665170308443
2028-08-11,81.4788,81.4788,0.2003,91372.6051187148,383.5717972335179,1183.9526431073912,100.0,100.0,269.71209682199543,87.0350448205738
2028-08-18,80.3346,80.3346,0.2003,87817.10448478645,359.7917980642216,1176.2676821851876,100.0,100.0,283.12722451602986,87.6839589944073
2028-08-25,79.9253,79.9253,0.2003,87730.46964269286,362.7896716324965,1169.6711152418636,100.0,100.0,287.4791291933194,86.86566969751479
2028-09-01,80.1267,80.1267,0.2003,86872.12007736893,391.16830241641617,1175.0478488466651,100.0,100.0,294.0655602827054,86.37507924528018
2028-09-08,80.2149,80.2149,0.2002,85434.1895916439,338.6155091174196,1222.159004485984,100.0,100.0,268.853004772684,86.78147533347196
2028-09-15,79.405,79.405,0.2002,82789.72842183374,323.3729809331097,1260.7583575634958,100.0,100.0,275.6620999110988,86.64678261031717
2028-09-22,79.8691,79.8691,0.2002,82483.7539004693,335.359725172961,1217.8088373478251,100.0,100.0,264.50257936386265,85.77860598874838
2028-09-29,79.4964,79.4964,0.2002,81826.52199621228,320.1796205321042,1241.8242515733596,100.0,100.0,248.56024798601157,86.60851179311669
2028-10-06,79.205,79.205,0.2002,82122.51399634739,273.9374235916163,1221.3458982538025,100.0,100.0,264.25419131312754,86.71673213474618
2028-10-13,78.686,78.686,0.2002,82155.60557846418,268.4199828081181,1223.4638319306416,100.0,100.0,260.91607947136384,86.9709670550385
2028-10-20,79.4029,79.4029,0.2002,83355.02986574518,257.71590065134205,1218.7404848267176,100.0,100.0,255.29899356762442,86.69253600692625
2028-10-27,79.6281,79.6281,0.2002,80195.31205256896,270.79722441388543,1197.5411613390827,100.0,100.0,252.02890929620918,86.91873908170737
2028-11-03,80.7644,80.7644,0.2002,80368.42021778703,254.33848500732861,1206.9597010335215,100.0,100.0,250.2243306930665,86.72780642848944
2028-11-10,78.8956,78.8956,0.2002,80245.73006286856,258.9326593014789,1180.6749156324026,100.0,100.0,248.30055176810046,86.73893951637332
2028-11-17,76.971,76.971,0.2001,79159.5864703115,239.35285987432434,1101.5892906540817,100.0,100.0,247.83020419884636,88.00230703850083
2028-11-24,77.3633,77.3633,0.2001,78140.9794224118,241.66793660543766,1122.7640389591843,100.0,100.0,245.10927009158686,86.84342390322362
2028-12-01,76.2935,76.2935,0.2001,77845.00290771235,235.83496543262643,1150.264846634874,100.0,100.0,241.55968116842126,88.69049015806564
2028-12-08,75.5979,75.5979,0.2001,76975.00369554777,246.79055737709433,1153.712114584606,100.0,100.0,259.09217742816355,89.07041009180122
2028-12-15,75.3038,75.3038,0.2001,76102.75218992468,245.9819432950286,1170.8313615733027,100.0,100.0,263.7408710408742,88.3568358782782
2028-12-22,74.91,74.91,0.2001,76428.89593788044,252.11715110048064,1172.980311993268,100.0,100.0,266.092341109359,88.81400867220185
2028-12-29,74.5291,74.5291,0.2001,77083.50302693686,256.87054820450726,1245.8818277152955,100.0,100.0,236.72451970207368,87.7617101559696
2029-01-05,74.7939,74.7939,0.2001,75263.13265731512,238.69517877707906,1203.8811663146244,100.0,100.0,246.59767254203996,87.88475021100164
2029-01-12,74.8034,74.8034,0.2001,73243.6503839819,217.35670322062006,1136.7689950506933,100.0,100.0,252.43592134549837,88.105439010319
2029-01-19,74.7829,74.7829,0.2001,71086.69896201995,213.72121110121572,1171.625442210391,100.0,100.0,236.62246165020446,88.68718216228358
2029-01-26,74.4583,74.4583,0.2001,70010.7532145779,209.08014116106972,1176.5227744086596,100.0,100.0,248.5776437225197,88.52616470026356
2029-02-02,74.5772,74.5772,0.2001,70818.94893717687,219.64455365096742,1107.4298357920845,100.0,100.0,242.11042630869224,88.9246245500925
2029-02-09,74.3646,74.3646,0.2001,72290.36061730784,235.21831272976925,1114.510820167671,100.0,100.0,246.31680079666242,89.73191641777898
2029-02-16,74.8487,74.8487,0.2001,71961.00667128402,221.72962759908165,1060.5486710682503,100.0,100.0,277.9247102156842,90.50960749650295
2029-02-23,76.0898,76.0898,0.2001,70194.96949332571,256.0289442121122,1077.6757313693536,100.0,100.0,289.4892047595084,89.64322461823735
2029-03-02,75.9358,75.9358,0.2001,70279.2901566744,255.28506939989663,1138.138227964633,100.0,100.0,289.772970743942,89.99587584926805
2029-03-09,74.9134,74.9134,0.2001,69982.57927416998,247.75803508048523,1163.537890669421,100.0,100.0,293.7604290753467,89.5535521179875
2029-03-16,75.3158,75.3158,0.2001,70860.14908597736,256.71912679967403,1156.2385558240674,100.0,100.0,286.20318524183125,89.98148265887417
2029-03-23,75.2082,75.2082,0.2001,71099.85789385483,252.89617325374746,1140.1962882547011,100.0,100.0,275.71188449526204,90.48693690760477
2029-03-30,76.0327,76.0327,0.2001,71858.90789390379,277.13071916649596,1184.48004916734,100.0,100.0,284.56415947029205,90.22713592944275
2029-04-06,76.2912,76.2912,0.2001,70526.26259741452,268.2823015531537,1154.1704513283157,100.0,100.0,279.9191779965282,89.4836578925712
2029-04-13,75.1643,75.1643,0.2,72361.05856332333,255.5990712911398,1138.0571482176335,100.0,100.0,285.63190432848324,88.23780552790649
2029-04-20,75.5834,75.5834,0.2,70891.1798194706,250.97187942884938,1135.0102902424476,100.0,100.0,274.0034862421929,88.34897466403999
